scorer,,,Neekon Saadat,Neekon Saadat,Neekon Saadat,Neekon Saadat,Neekon Saadat,Neekon Saadat,Neekon Saadat,Neekon Saadat,Neekon Saadat,Neekon Saadat,Neekon Saadat,Neekon Saadat,Neekon Saadat,Neekon Saadat,Neekon Saadat,Neekon Saadat,Neekon Saadat,Neekon Saadat,Neekon Saadat,Neekon Saadat,Neekon Saadat,Neekon Saadat,Neekon Saadat,Neekon Saadat,Neekon Saadat,Neekon Saadat,Neekon Saadat,Neekon Saadat,Neekon Saadat,Neekon Saadat,Neekon Saadat,Neekon Saadat,Neekon Saadat,Neekon Saadat,Neekon Saadat,Neekon Saadat,Neekon Saadat,Neekon Saadat,Neekon Saadat,Neekon Saadat,Neekon Saadat,Neekon Saadat,Neekon Saadat,Neekon Saadat,Neekon Saadat,Neekon Saadat,Neekon Saadat,Neekon Saadat,Neekon Saadat,Neekon Saadat,Neekon Saadat,Neekon Saadat,Neekon Saadat,Neekon Saadat,Neekon Saadat,Neekon Saadat,Neekon Saadat,Neekon Saadat,Neekon Saadat,Neekon Saadat,Neekon Saadat,Neekon Saadat,Neekon Saadat,Neekon Saadat
bodyparts,,,thumb_tip,thumb_tip,thumb_PIJ,thumb_PIJ,thumb_knuckle,thumb_knuckle,index_tip,index_tip,index_DIJ,index_DIJ,index_PIJ,index_PIJ,index_knuckle,index_knuckle,middle_tip,middle_tip,middle_DIJ,middle_DIJ,middle_PIJ,middle_PIJ,middle_knuckle,middle_knuckle,ring_tip,ring_tip,ring_DIJ,ring_DIJ,ring_PIJ,ring_PIJ,ring_knuckle,ring_knuckle,pinky_tip,pinky_tip,pinky_DIJ,pinky_DIJ,pinky_PIJ,pinky_PIJ,pinky_knuckle,pinky_knuckle,wrist,wrist,forearm,forearm,elbow,elbow,upper_arm,upper_arm,shoulder,shoulder,keypoint0,keypoint0,keypoint1,keypoint1,keypoint2,keypoint2,keypoint3,keypoint3,keypoint4,keypoint4,keypoint5,keypoint5,keypoint6,keypoint6,keypoint7,keypoint7
coords,,,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y
labeled-data,Natalya_20200723_ARM_002-2,img00451.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,573.5532336746614,363.5452872814029,694.4338524889172,353.9250304207528,565.5512019270827,161.51142615802203,563.4516752244996,274.7728685746533,,,,,,,,
labeled-data,Natalya_20200723_ARM_002-2,img00886.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,573.5532336746614,363.5452872814029,694.4338524889172,353.9250304207528,565.5512019270827,161.51142615802203,563.4516752244996,274.7728685746533,,,,,,,,
labeled-data,Natalya_20200723_ARM_002-2,img01433.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,573.5532336746614,363.5452872814029,694.4338524889172,353.9250304207528,565.5512019270827,161.51142615802203,563.4516752244996,274.7728685746533,,,,,,,,
labeled-data,Natalya_20200723_ARM_002-2,img01573.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,573.5532336746614,363.5452872814029,694.4338524889172,353.9250304207528,565.5512019270827,161.51142615802203,563.4516752244996,274.7728685746533,,,,,,,,
labeled-data,Natalya_20200723_ARM_002-2,img02397.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,573.5532336746614,363.5452872814029,694.4338524889172,353.9250304207528,565.5512019270827,161.51142615802203,563.4516752244996,274.7728685746533,,,,,,,,
labeled-data,Natalya_20200723_ARM_002-2,img03370.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,573.5532336746614,363.5452872814029,694.4338524889172,353.9250304207528,565.5512019270827,161.51142615802203,563.4516752244996,274.7728685746533,,,,,,,,
labeled-data,Natalya_20200723_ARM_002-2,img03737.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,573.5532336746614,363.5452872814029,694.4338524889172,353.9250304207528,565.5512019270827,161.51142615802203,563.4516752244996,274.7728685746533,,,,,,,,
labeled-data,Natalya_20200723_ARM_002-2,img04082.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,573.5532336746614,363.5452872814029,694.4338524889172,353.9250304207528,565.5512019270827,161.51142615802203,563.4516752244996,274.7728685746533,,,,,,,,
labeled-data,Natalya_20200723_ARM_002-2,img04157.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,573.5532336746614,363.5452872814029,694.4338524889172,353.9250304207528,565.5512019270827,161.51142615802203,563.4516752244996,274.7728685746533,,,,,,,,
labeled-data,Natalya_20200723_ARM_002-2,img05014.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,573.5532336746614,363.5452872814029,694.4338524889172,353.9250304207528,565.5512019270827,161.51142615802203,563.4516752244996,274.7728685746533,,,,,,,,
labeled-data,Natalya_20200723_ARM_002-2,img05147.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,573.5532336746614,363.5452872814029,694.4338524889172,353.9250304207528,565.5512019270827,161.51142615802203,563.4516752244996,274.7728685746533,,,,,,,,
labeled-data,Natalya_20200723_ARM_002-2,img05192.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,573.5532336746614,363.5452872814029,694.4338524889172,353.9250304207528,565.5512019270827,161.51142615802203,563.4516752244996,274.7728685746533,,,,,,,,
labeled-data,Natalya_20200723_ARM_002-2,img05319.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,573.5532336746614,363.5452872814029,694.4338524889172,353.9250304207528,565.5512019270827,161.51142615802203,563.4516752244996,274.7728685746533,,,,,,,,
labeled-data,Natalya_20200723_ARM_002-2,img06212.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,573.5532336746614,363.5452872814029,694.4338524889172,353.9250304207528,565.5512019270827,161.51142615802203,563.4516752244996,274.7728685746533,,,,,,,,
labeled-data,Natalya_20200723_ARM_002-2,img07023.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,573.5532336746614,363.5452872814029,694.4338524889172,353.9250304207528,565.5512019270827,161.51142615802203,563.4516752244996,274.7728685746533,,,,,,,,
labeled-data,Natalya_20200723_ARM_002-2,img07656.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,573.5532336746614,363.5452872814029,694.4338524889172,353.9250304207528,565.5512019270827,161.51142615802203,563.4516752244996,274.7728685746533,,,,,,,,
labeled-data,Natalya_20200723_ARM_002-2,img08362.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,573.5532336746614,363.5452872814029,694.4338524889172,353.9250304207528,565.5512019270827,161.51142615802203,563.4516752244996,274.7728685746533,,,,,,,,
labeled-data,Natalya_20200723_ARM_002-2,img08608.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,573.5532336746614,363.5452872814029,694.4338524889172,353.9250304207528,565.5512019270827,161.51142615802203,563.4516752244996,274.7728685746533,,,,,,,,
labeled-data,Natalya_20200723_ARM_002-2,img08857.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,573.5532336746614,363.5452872814029,694.4338524889172,353.9250304207528,565.5512019270827,161.51142615802203,563.4516752244996,274.7728685746533,,,,,,,,
labeled-data,Natalya_20200723_ARM_002-2,img09148.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,573.5532336746614,363.5452872814029,694.4338524889172,353.9250304207528,565.5512019270827,161.51142615802203,563.4516752244996,274.7728685746533,,,,,,,,
labeled-data,Natalya_20200723_ARM_002-2,img09711.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,573.5532336746614,363.5452872814029,694.4338524889172,353.9250304207528,565.5512019270827,161.51142615802203,563.4516752244996,274.7728685746533,,,,,,,,
labeled-data,Natalya_20200723_ARM_002-2,img09780.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,573.5532336746614,363.5452872814029,694.4338524889172,353.9250304207528,565.5512019270827,161.51142615802203,563.4516752244996,274.7728685746533,,,,,,,,
labeled-data,Natalya_20200723_ARM_002-2,img09886.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,573.5532336746614,363.5452872814029,694.4338524889172,353.9250304207528,565.5512019270827,161.51142615802203,563.4516752244996,274.7728685746533,,,,,,,,
labeled-data,Natalya_20200723_ARM_002-2,img10293.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,573.5532336746614,363.5452872814029,694.4338524889172,353.9250304207528,565.5512019270827,161.51142615802203,563.4516752244996,274.7728685746533,,,,,,,,
labeled-data,Natalya_20200723_ARM_002-2,img10353.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,573.5532336746614,363.5452872814029,694.4338524889172,353.9250304207528,565.5512019270827,161.51142615802203,563.4516752244996,274.7728685746533,,,,,,,,
labeled-data,Natalya_20200723_ARM_002-2,img11409.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,573.5532336746614,363.5452872814029,694.4338524889172,353.9250304207528,565.5512019270827,161.51142615802203,563.4516752244996,274.7728685746533,,,,,,,,
labeled-data,Natalya_20200723_ARM_002-2,img13411.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,573.5532336746614,363.5452872814029,694.4338524889172,353.9250304207528,565.5512019270827,161.51142615802203,563.4516752244996,274.7728685746533,,,,,,,,
labeled-data,Natalya_20200723_ARM_002-2,img13695.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,573.5532336746614,363.5452872814029,694.4338524889172,353.9250304207528,565.5512019270827,161.51142615802203,563.4516752244996,274.7728685746533,,,,,,,,
labeled-data,Natalya_20200723_ARM_002-2,img13860.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,573.5532336746614,363.5452872814029,694.4338524889172,353.9250304207528,565.5512019270827,161.51142615802203,563.4516752244996,274.7728685746533,,,,,,,,
labeled-data,Natalya_20200723_ARM_002-2,img14202.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,573.5532336746614,363.5452872814029,694.4338524889172,353.9250304207528,565.5512019270827,161.51142615802203,563.4516752244996,274.7728685746533,,,,,,,,
