scorer,,,Neekon Saadat,Neekon Saadat,Neekon Saadat,Neekon Saadat,Neekon Saadat,Neekon Saadat,Neekon Saadat,Neekon Saadat,Neekon Saadat,Neekon Saadat,Neekon Saadat,Neekon Saadat,Neekon Saadat,Neekon Saadat,Neekon Saadat,Neekon Saadat,Neekon Saadat,Neekon Saadat,Neekon Saadat,Neekon Saadat,Neekon Saadat,Neekon Saadat,Neekon Saadat,Neekon Saadat,Neekon Saadat,Neekon Saadat,Neekon Saadat,Neekon Saadat,Neekon Saadat,Neekon Saadat,Neekon Saadat,Neekon Saadat,Neekon Saadat,Neekon Saadat,Neekon Saadat,Neekon Saadat,Neekon Saadat,Neekon Saadat,Neekon Saadat,Neekon Saadat,Neekon Saadat,Neekon Saadat,Neekon Saadat,Neekon Saadat,Neekon Saadat,Neekon Saadat,Neekon Saadat,Neekon Saadat,Neekon Saadat,Neekon Saadat,Neekon Saadat,Neekon Saadat,Neekon Saadat,Neekon Saadat,Neekon Saadat,Neekon Saadat,Neekon Saadat,Neekon Saadat,Neekon Saadat,Neekon Saadat,Neekon Saadat,Neekon Saadat,Neekon Saadat,Neekon Saadat
bodyparts,,,thumb_tip,thumb_tip,thumb_PIJ,thumb_PIJ,thumb_knuckle,thumb_knuckle,index_tip,index_tip,index_DIJ,index_DIJ,index_PIJ,index_PIJ,index_knuckle,index_knuckle,middle_tip,middle_tip,middle_DIJ,middle_DIJ,middle_PIJ,middle_PIJ,middle_knuckle,middle_knuckle,ring_tip,ring_tip,ring_DIJ,ring_DIJ,ring_PIJ,ring_PIJ,ring_knuckle,ring_knuckle,pinky_tip,pinky_tip,pinky_DIJ,pinky_DIJ,pinky_PIJ,pinky_PIJ,pinky_knuckle,pinky_knuckle,wrist,wrist,forearm,forearm,elbow,elbow,upper_arm,upper_arm,shoulder,shoulder,keypoint0,keypoint0,keypoint1,keypoint1,keypoint2,keypoint2,keypoint3,keypoint3,keypoint4,keypoint4,keypoint5,keypoint5,keypoint6,keypoint6,keypoint7,keypoint7
coords,,,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y
labeled-data,Natalya_20200723_ARM_001-6,img00031.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,425.9124269315105,364.0441743592026,,,377.16020250074644,146.86389128216567,481.9268517407826,320.0291710993032,,,,,,,,
labeled-data,Natalya_20200723_ARM_001-6,img01522.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,425.9124269315105,364.0441743592026,,,377.16020250074644,146.86389128216567,481.9268517407826,320.0291710993032,,,,,,,,
labeled-data,Natalya_20200723_ARM_001-6,img01945.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,425.9124269315105,364.0441743592026,,,377.16020250074644,146.86389128216567,481.9268517407826,320.0291710993032,,,,,,,,
labeled-data,Natalya_20200723_ARM_001-6,img02007.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,425.9124269315105,364.0441743592026,,,377.16020250074644,146.86389128216567,481.9268517407826,320.0291710993032,,,,,,,,
labeled-data,Natalya_20200723_ARM_001-6,img02326.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,425.9124269315105,364.0441743592026,,,377.16020250074644,146.86389128216567,481.9268517407826,320.0291710993032,,,,,,,,
labeled-data,Natalya_20200723_ARM_001-6,img02419.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,425.9124269315105,364.0441743592026,,,377.16020250074644,146.86389128216567,481.9268517407826,320.0291710993032,,,,,,,,
labeled-data,Natalya_20200723_ARM_001-6,img02626.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,425.9124269315105,364.0441743592026,522.9271300695641,380.0993463251924,377.16020250074644,146.86389128216567,481.9268517407826,320.0291710993032,,,,,,,,
labeled-data,Natalya_20200723_ARM_001-6,img02969.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,425.9124269315105,364.0441743592026,522.9271300695641,380.0993463251924,377.16020250074644,146.86389128216567,481.9268517407826,320.0291710993032,,,,,,,,
labeled-data,Natalya_20200723_ARM_001-6,img03078.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,425.9124269315105,364.0441743592026,522.9271300695641,380.0993463251924,377.16020250074644,146.86389128216567,481.9268517407826,320.0291710993032,,,,,,,,
labeled-data,Natalya_20200723_ARM_001-6,img03806.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,425.9124269315105,364.0441743592026,522.9271300695641,380.0993463251924,377.16020250074644,146.86389128216567,481.9268517407826,320.0291710993032,,,,,,,,
labeled-data,Natalya_20200723_ARM_001-6,img04159.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,425.9124269315105,364.0441743592026,522.9271300695641,380.0993463251924,377.16020250074644,146.86389128216567,481.9268517407826,320.0291710993032,,,,,,,,
labeled-data,Natalya_20200723_ARM_001-6,img04877.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,425.9124269315105,364.0441743592026,522.9271300695641,380.0993463251924,377.16020250074644,146.86389128216567,481.9268517407826,320.0291710993032,,,,,,,,
labeled-data,Natalya_20200723_ARM_001-6,img05121.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,425.9124269315105,364.0441743592026,522.9271300695641,380.0993463251924,377.16020250074644,146.86389128216567,481.9268517407826,320.0291710993032,,,,,,,,
labeled-data,Natalya_20200723_ARM_001-6,img05474.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,425.9124269315105,364.0441743592026,522.9271300695641,380.0993463251924,377.16020250074644,146.86389128216567,481.9268517407826,320.0291710993032,,,,,,,,
labeled-data,Natalya_20200723_ARM_001-6,img05926.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,425.9124269315105,364.0441743592026,522.9271300695641,380.0993463251924,377.16020250074644,146.86389128216567,481.9268517407826,320.0291710993032,,,,,,,,
labeled-data,Natalya_20200723_ARM_001-6,img07775.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,425.9124269315105,364.0441743592026,522.9271300695641,380.0993463251924,377.16020250074644,146.86389128216567,481.9268517407826,320.0291710993032,,,,,,,,
labeled-data,Natalya_20200723_ARM_001-6,img08534.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,425.9124269315105,364.0441743592026,522.9271300695641,380.0993463251924,377.16020250074644,146.86389128216567,481.9268517407826,320.0291710993032,,,,,,,,
labeled-data,Natalya_20200723_ARM_001-6,img08890.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,425.9124269315105,364.0441743592026,522.9271300695641,380.0993463251924,377.16020250074644,146.86389128216567,481.9268517407826,320.0291710993032,,,,,,,,
labeled-data,Natalya_20200723_ARM_001-6,img09233.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,425.9124269315105,364.0441743592026,522.9271300695641,380.0993463251924,377.16020250074644,146.86389128216567,481.9268517407826,320.0291710993032,,,,,,,,
labeled-data,Natalya_20200723_ARM_001-6,img09563.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,425.9124269315105,364.0441743592026,522.9271300695641,380.0993463251924,377.16020250074644,146.86389128216567,481.9268517407826,320.0291710993032,,,,,,,,
labeled-data,Natalya_20200723_ARM_001-6,img09900.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,425.9124269315105,364.0441743592026,522.9271300695641,380.0993463251924,377.16020250074644,146.86389128216567,481.9268517407826,320.0291710993032,,,,,,,,
labeled-data,Natalya_20200723_ARM_001-6,img11602.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,425.9124269315105,364.0441743592026,522.9271300695641,380.0993463251924,377.16020250074644,146.86389128216567,481.9268517407826,320.0291710993032,,,,,,,,
labeled-data,Natalya_20200723_ARM_001-6,img12242.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,425.9124269315105,364.0441743592026,522.9271300695641,380.0993463251924,377.16020250074644,146.86389128216567,481.9268517407826,320.0291710993032,,,,,,,,
labeled-data,Natalya_20200723_ARM_001-6,img12594.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,425.9124269315105,364.0441743592026,522.9271300695641,380.0993463251924,377.16020250074644,146.86389128216567,481.9268517407826,320.0291710993032,,,,,,,,
labeled-data,Natalya_20200723_ARM_001-6,img12812.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,425.9124269315105,364.0441743592026,522.9271300695641,380.0993463251924,377.16020250074644,146.86389128216567,481.9268517407826,320.0291710993032,,,,,,,,
labeled-data,Natalya_20200723_ARM_001-6,img13110.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,425.9124269315105,364.0441743592026,522.9271300695641,380.0993463251924,377.16020250074644,146.86389128216567,481.9268517407826,320.0291710993032,,,,,,,,
labeled-data,Natalya_20200723_ARM_001-6,img13378.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,425.9124269315105,364.0441743592026,522.9271300695641,380.0993463251924,377.16020250074644,146.86389128216567,481.9268517407826,320.0291710993032,,,,,,,,
labeled-data,Natalya_20200723_ARM_001-6,img14688.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,425.9124269315105,364.0441743592026,522.9271300695641,380.0993463251924,377.16020250074644,146.86389128216567,481.9268517407826,320.0291710993032,,,,,,,,
labeled-data,Natalya_20200723_ARM_001-6,img14745.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,425.9124269315105,364.0441743592026,522.9271300695641,380.0993463251924,377.16020250074644,146.86389128216567,481.9268517407826,320.0291710993032,,,,,,,,
labeled-data,Natalya_20200723_ARM_001-6,img15104.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,425.9124269315105,364.0441743592026,522.9271300695641,380.0993463251924,377.16020250074644,146.86389128216567,482.38547849242116,320.68647306773255,,,,,,,,
